Product Title,URL,Description,Details
Diana Soft 1478771-23,https://textil.eu/en/p-28442/diana-soft-1478771-23-checks-cotton-plain-white-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '1478771-23', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'White, Beige', 'Motive': 'Checks, Floral', 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Sateen Trachten 1478562-207,https://textil.eu/en/p-27402/sateen-trachten-1478562-207-abstract-cotton-sateen-blue-100-cotton/,"Cotton satin is a weave that has a typically glossy finish and matt finished back.
Characteristics: The fabric is very breathable, soft, firm and pleasant to the touch.
Our high-quality printed cotton satin can be used as yardage for dresses, shirts, blouses, underwear, boxers, ties, and can also be used for making bedding, interior furnishings or upholstery.
Our satin weave materials include: Sateen, Rasatello, Bormio Vyella, Imperial, Renato.","{'Design': '1478562-207', 'Fabric': 'Cotton Sateen', 'Material': '100% cotton', 'Colour': 'Blue, Blue', 'Motive': 'Abstract, Ornaments', 'Weight': '130 gsm', 'Width': '145-150 cm', 'Thread': '51x30', 'Yarn': 'Ne 40/1', 'VAT rate': '21.0%'}"
Sateen Trachten 1478601-27,https://textil.eu/en/p-30244/sateen-trachten-1478601-27-floral-cotton-sateen-red-100-cotton/,"Cotton satin is a weave that has a typically glossy finish and matt finished back.
Characteristics: The fabric is very breathable, soft, firm and pleasant to the touch.
Our high-quality printed cotton satin can be used as yardage for dresses, shirts, blouses, underwear, boxers, ties, and can also be used for making bedding, interior furnishings or upholstery.
Our satin weave materials include: Sateen, Rasatello, Bormio Vyella, Imperial, Renato.","{'Design': '1478601-27', 'Fabric': 'Cotton Sateen', 'Material': '100% cotton', 'Colour': 'Red, White', 'Motive': 'Floral, Stripes', 'Weight': '130 gsm', 'Width': '145-150 cm', 'Thread': '51x30', 'Yarn': 'Ne 40/1', 'VAT rate': '21.0%'}"
Diana Soft 1480061-16,https://textil.eu/en/p-28521/diana-soft-1480061-16-ornaments-cotton-plain-white-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '1480061-16', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'White, Violet', 'Motive': 'Ornaments', 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Olympia UNI-9415 B-GRADE,https://textil.eu/en/p-22650/olympia-uni-9415-b-grade--unicoloured-cotton-poplin-blue-100-cotton/,"Cotton poplin is a dense linen weave fabric with predominantly warp yarns generally made from 100% cotton. The fabric has a matt gloss finish and a fine transverse ribbing on the surface.
Characteristics: The fabric is very soft, firm, flowing and pleasant to the touch.
Our high-quality cotton poplin is used for making shirts, blouses, skirts, women's dresses, overalls, underwear, linen and linings.
It can also be used to make fashion accessories or use for decorative purposes.
Our poplins include: Olympia, Prim, Savoy, Barocco, Cobra, Milano, Pelle D´uovo, Olbia.","{'Fabric': 'Cotton poplin', 'Material': '100% cotton', 'Colour': 'Blue', 'Motive': 'Unicoloured', 'Weight': '105 gsm', 'Width': '150 cm', 'Thread': '57x28', 'Yarn': 'Ne 50/1', 'VAT rate': '21.0%'}"
Javanaise double folded 1481083-08,https://textil.eu/en/p-27902/javanaise-double-folded-1481083-08-floral-viscose-white-100-viscose/,"Viscose is a fibre that is made on the basis of regenerated cellulose. It‘s composed of pure cellulose obtained from cotton processing as waste or wood processing. Therefore it’s chemically made from natural raw materials.
Characteristics: Very comfortable to wear, very absorbent, soft and cool fabric.
Our quality viscose can be used to make outerwear, scarves, skirts and tops.
The viscose we offer is called Javanaise.
Big sale
The Big Sale of Wholesale Goods section will help you effectively combat high inflation and prices rising across all industries: buy printed or dyed fabrics at a bargain price, or stock up in advance on quality fabrics made of 100% cotton, stretch cotton, linen and viscose at unbeatable prices! These are common printed or dyed fabrics which we usually sell out in order to free up our wholesale textile warehouses for new trendy collections of printed and dyed fabrics, or they are leftover yardage from already sold-out collections.


If you are looking for even higher discounts or literally a price slash, please visit our Cheaper Fabrics with Small Defects section.


Textil.eu, a Czech wholesaler of printed and dyed fabrics made of cotton and linen, produced in the European Union, displays prices after registration only and recalculates prices individually according to current discounts directly for each wholesale customer upon login. Sign up to our wholesale e-shop now and contact us for information on how to save even more money and further decrease wholesale prices of printed and dyed fabrics directly for you or your company.","{'Design': '1481083-08', 'Fabric': 'Viscose', 'Material': '100% viscose', 'Colour': 'White, Blue', 'Motive': 'Floral', 'Weight': '115 gsm', 'Width': '138-142 cm', 'Thread': '45x26', 'Yarn': 'viskózová stříž', 'VAT rate': '21.0%'}"
Javanaise double folded 1476533-09,https://textil.eu/en/p-27911/javanaise-double-folded-1476533-09-floral-viscose-white-100-viscose/,"Viscose is a fibre that is made on the basis of regenerated cellulose. It‘s composed of pure cellulose obtained from cotton processing as waste or wood processing. Therefore it’s chemically made from natural raw materials.
Characteristics: Very comfortable to wear, very absorbent, soft and cool fabric.
Our quality viscose can be used to make outerwear, scarves, skirts and tops.
The viscose we offer is called Javanaise.
Big sale
The Big Sale of Wholesale Goods section will help you effectively combat high inflation and prices rising across all industries: buy printed or dyed fabrics at a bargain price, or stock up in advance on quality fabrics made of 100% cotton, stretch cotton, linen and viscose at unbeatable prices! These are common printed or dyed fabrics which we usually sell out in order to free up our wholesale textile warehouses for new trendy collections of printed and dyed fabrics, or they are leftover yardage from already sold-out collections.


If you are looking for even higher discounts or literally a price slash, please visit our Cheaper Fabrics with Small Defects section.


Textil.eu, a Czech wholesaler of printed and dyed fabrics made of cotton and linen, produced in the European Union, displays prices after registration only and recalculates prices individually according to current discounts directly for each wholesale customer upon login. Sign up to our wholesale e-shop now and contact us for information on how to save even more money and further decrease wholesale prices of printed and dyed fabrics directly for you or your company.","{'Design': '1476533-09', 'Fabric': 'Viscose', 'Material': '100% viscose', 'Colour': 'White, Violet', 'Motive': 'Floral', 'Weight': '115 gsm', 'Width': '138-142 cm', 'Thread': '45x26', 'Yarn': 'viskózová stříž', 'VAT rate': '21.0%'}"
Diana Acryl 80357-301,https://textil.eu/en/p-27628/diana-acryl-80357-301-floral-plain-acrylat-coated-matt-blue-100-cotton100-acryl/,"During production, an acrylic coating is applied to cotton canvas, therefore creating a relatively flexible, waterproof and pleasant material. Prior to the acrylic coating itself, the fabric undergoes a hydrophobic treatment to prevent the acrylic product from passing through the fabric. Therefore, the acrylic coating is only applied on the front side and the structure of the cotton is preserved on the reverse side.
The fabric with an acrylic coating is easy to wash with water, it is not necessary to wash it in a washing machine. Although, if you still want to wash the fabric we recommend washing unfolded at 30 °C and very gently. The fabric lasts 20 washing cycles. Ironing only on the reverse side at a very low temperature up to 150 °C. The fabric has great colour fastness even in bad weather and long life. You will surely enjoy its easy maintenance.
Thanks to this treatment, you can use the fabric both indoors and outdoors. It can be used to make tablecloths, bags, pillows, aprons and bibs, bags for gymnastics or snacks, bags for cosmetics, cases for electronics and much more. It can also be used to renovate changing tables or dining chairs.
Big sale
The Big Sale of Wholesale Goods section will help you effectively combat high inflation and prices rising across all industries: buy printed or dyed fabrics at a bargain price, or stock up in advance on quality fabrics made of 100% cotton, stretch cotton, linen and viscose at unbeatable prices! These are common printed or dyed fabrics which we usually sell out in order to free up our wholesale textile warehouses for new trendy collections of printed and dyed fabrics, or they are leftover yardage from already sold-out collections.


If you are looking for even higher discounts or literally a price slash, please visit our Cheaper Fabrics with Small Defects section.


Textil.eu, a Czech wholesaler of printed and dyed fabrics made of cotton and linen, produced in the European Union, displays prices after registration only and recalculates prices individually according to current discounts directly for each wholesale customer upon login. Sign up to our wholesale e-shop now and contact us for information on how to save even more money and further decrease wholesale prices of printed and dyed fabrics directly for you or your company.","{'Design': '80357-301', 'Fabric': 'Plain - ACRYLAT coated, matt', 'Material': '100% cotton/100% ACRYL', 'Colour': 'Blue', 'Motive': 'Floral', 'Weight': '174 gsm', 'Width': '140-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Elba UNI-9597,https://textil.eu/en/p-28245/elba-uni-9597-unicoloured-linen-with-cotton-pink-60-linen40-cotton/,Lněné plátno s bavlnou,"{'Design': 'UNI-9597', 'Fabric': 'Linen with cotton', 'Material': '60% linen/40% cotton', 'Colour': 'Pink', 'Motive': 'Unicoloured', 'Weight': '118 gsm', 'Width': '140-148 cm', 'Thread': '24x23', 'Yarn': 'Ne C32 x Ne L21', 'VAT rate': '21.0%'}"
Diana 1480983-06,https://textil.eu/en/p-28434/diana-1480983-06-dots-cotton-plain-blue-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '1480983-06', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Blue, White', 'Motive': 'Dots', 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Diana Soft UNI-9553,https://textil.eu/en/p-29044/diana-soft-uni-9553-unicoloured-cotton-plain-green-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': 'UNI-9553', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Green', 'Motive': 'Unicoloured', 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Diana Soft 1476221-46,https://textil.eu/en/p-30539/diana-soft-1476221-46-stripes-cotton-plain-white-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '1476221-46', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'White, Black', 'Motive': 'Stripes', 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Diana 1481075-02,https://textil.eu/en/p-28509/diana-1481075-02-childrens-cotton-plain-white-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '1481075-02', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'White, Blue', 'Motive': ""Children's, Mix"", 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Diana SOFT 1422291-104 B-GRADE,https://textil.eu/en/p-23072/diana-soft-1422291-104-b-grade--dots-cotton-plain-beige-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Glorima, Mondial, Ari, Aruna, Gloria, Cleveland, Donna, Olbia.","{'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Beige', 'Motive': 'Dots', 'Weight': '145 gsm', 'Width': '150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Capri Super Soft 30899-205,https://textil.eu/en/p-30726/capri-super-soft-30899-205-floral-linen-plain-white-100-linen/,"Traditional material from the origins of plants. A stem is processed from a flax plant, only around 10% of the plant can be used for textiles.
Characteristics: flax absorbs moisture very well, is firm, pleasantly cool, refreshing, flexible and comfortable to wear.
Our 100% flax can only be used for producing outerwear, shirts, trousers, tops, dresses and skirts.
The flax we offer is called Capri.","{'Design': '30899-205', 'Fabric': 'Linen plain', 'Material': '100% linen', 'Colour': 'White, Green', 'Motive': 'Floral', 'Weight': '116 gsm', 'Width': '142-145 cm', 'Thread': '21x18', 'Yarn': 'L19 x L21+L23', 'VAT rate': '21.0%'}"
Bormio Vyella 67831-343,https://textil.eu/en/p-29076/bormio-vyella-67831-343-abstract-cotton-sateen-blue-100-cotton/,"Cotton satin is a weave that has a typically glossy finish and matt finished back.
Characteristics: The fabric is very breathable, soft, firm and pleasant to the touch.
Our high-quality printed cotton satin can be used as yardage for dresses, shirts, blouses, underwear, boxers, ties, and can also be used for making bedding, interior furnishings or upholstery.
Our satin weave materials include: Sateen, Rasatello, Bormio Vyella, Imperial, Renato.","{'Design': '67831-343', 'Fabric': 'Cotton Sateen', 'Material': '100% cotton', 'Colour': 'Blue', 'Motive': 'Abstract', 'Weight': '130 gsm', 'Width': '142-150 cm', 'Thread': '51x30', 'Yarn': 'Ne 40/1', 'VAT rate': '21.0%'}"
Capri Super Soft UNI-9631,https://textil.eu/en/p-29096/capri-super-soft-uni-9631-unicoloured-linen-plain-beige-100-linen/,"Traditional material from the origins of plants. A stem is processed from a flax plant, only around 10% of the plant can be used for textiles.
Characteristics: flax absorbs moisture very well, is firm, pleasantly cool, refreshing, flexible and comfortable to wear.
Our 100% flax can only be used for producing outerwear, shirts, trousers, tops, dresses and skirts.
The flax we offer is called Capri.","{'Design': 'UNI-9631', 'Fabric': 'Linen plain', 'Material': '100% linen', 'Colour': 'Beige', 'Motive': 'Unicoloured', 'Weight': '116 gsm', 'Width': '142-145 cm', 'Thread': '21x18', 'Yarn': 'L19 x L21+L23', 'VAT rate': '21.0%'}"
Diana Soft UNI-9251,https://textil.eu/en/p-27457/diana-soft-uni-9251-unicoloured-cotton-plain-yellow-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': 'UNI-9251', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Yellow', 'Motive': 'Unicoloured', 'Weight': '145 gsm', 'Width': '135-150 cm', 'Thread': '26x22', 'Yarn': 'Ne 20/1', 'VAT rate': '21.0%'}"
Olympia UNI-9442,https://textil.eu/en/p-28620/olympia-uni-9442-unicoloured-cotton-poplin-blue-100-cotton/,"Cotton poplin is a dense linen weave fabric with predominantly warp yarns generally made from 100% cotton. The fabric has a matt gloss finish and a fine transverse ribbing on the surface.
Characteristics: The fabric is very soft, firm, flowing and pleasant to the touch.
Our high-quality cotton poplin is used for making shirts, blouses, skirts, women's dresses, overalls, underwear, linen and linings.
It can also be used to make fashion accessories or use for decorative purposes.
Our poplins include: Olympia, Prim, Savoy, Barocco, Cobra, Milano, Pelle D´uovo, Olbia.","{'Design': 'UNI-9442', 'Fabric': 'Cotton poplin', 'Material': '100% cotton', 'Colour': 'Blue', 'Motive': 'Unicoloured', 'Weight': '105 gsm', 'Width': '140-150 cm', 'Thread': '57x29', 'Yarn': 'Ne 50/1', 'VAT rate': '21.0%'}"
Gloria 1479794-15,https://textil.eu/en/p-28110/gloria-1479794-15-floral-cotton-plain-blue-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '1479794-15', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Blue, Yellow', 'Motive': 'Floral', 'Weight': '115 gsm', 'Width': '138-145 cm', 'Thread': '31x27', 'Yarn': 'Ne 30/1', 'VAT rate': '21.0%'}"
Gloria 1479794-16,https://textil.eu/en/p-27300/gloria-1479794-16-floral-cotton-plain-yellow-100-cotton/,"Cotton cloth is woven with the simplest weave, made by simply crossing the warp and weft.
Characteristics: Very comfortable to wear, breathable, absorbent and firm fabric.
Our quality cotton cloth with a wide range of designs can be used to make women's dresses, shirts, blouses, trousers, overalls and bedding.
It can also be used for making fashion accessories and can be used for decorative purposes.
Our cloth weave materials include: Diana, Gloria, Glorima, Aruna.","{'Design': '1479794-16', 'Fabric': 'Cotton plain', 'Material': '100% cotton', 'Colour': 'Yellow, Green', 'Motive': 'Floral', 'Weight': '115 gsm', 'Width': '138-145 cm', 'Thread': '31x27', 'Yarn': 'Ne 30/1', 'VAT rate': '21.0%'}"
